https://webdb.tsjiba.or.jp/main/company/00000002/show,フェザー 安全 剃刀 （株） ・ ミキモト 装身具 （株） の OEM 生産 を し て いる 。 鋳造 技術 を 生かし 高級 金銀 製品 の 製造 ・ 研磨 仕上 や 極小 品 の 製造 を 得意 と する 。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000003/show,創業 ９ ０ 年 以上 の 老舗 企業 として 、 高 精度 を 求め られる 機械 加工 部品 、 発電 、 化学 プラント で 使用 さ れる 高水準 の ボルト ナット の 製造 を 得意 と し て おり ます 。 機械 加工 部品 で は 、 電力 、 プラント 、 ...,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000004/show,小型 精密 部品 の プレス 加工 ・ 高 精度 の 金 型 製造 。 材料 仕入れ から 完成 品 の 梱包 ・ 出荷 まで 一貫 体制 。 特に SUS 材 について は 研磨 仕上げ ・ スポット 溶接 ・ アッ センブリ まで 行う 。,0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000005/show,SUS 材 の 深 絞り 加工 を 得意 と し て い ます 。 金 型 に SKD 材 を 使う こと で 超 硬 合金 ・ フェロチック・ 表面 硬化 処理 等 に 比べ 金 型 費 を 抑え 、 さらに 絞り 加工 に 特 化 し た 設備 で 安定 し た 絞り 加工 を 実現 し て ...,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000006/show,クリーン ルーム が 実現 さ せる 高 品質 美粧 塗装 が 得意 です 。 金属 塗装 、 プラスチック の 精密 塗装 の スペシャリスト 集団 です 。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000007/show,黒 染 着色 。 パーカライジング の 専門 企業 として 各種 機械 部品 ・ 工具 等 を 中心 に 針 先 くらい の 小さな 部品 から 、 黒 染 は 重量 １ ｔ ( 1000 * 1000 * 600 mm ） 、 パーカライジング は 500 kg ( 1 ...,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000009/show,金属 加工 全般 、 特に ステンレス の 深 絞り 、 真空 炉 中 ロウ 付 等 を 併用 し た 複合 加工 に は 自信 が あり ます 。 また 当社 の 主力 製品 で ある 空 圧 補助 機器 ［ フィルター 容器 ］ は 、 客 先 から 製品 の ステンレス 化 の 依 ...,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000010/show,自社 製造 の ほか 他社 の 流通 業務 も こなす 。 アイデア 商品 の 製造 に も 意欲 的 独自 の デザイン ・ 企画 室 を 持つ 。 ・ 洋食 器 は 高級 品 及び 特殊 品 が メイン 。 身障者 用 洋食 器 及び 日 用品 の 企画 製造 。 ・ ステンレス ...,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
https://webdb.tsjiba.or.jp/main/company/00000011/show,洋食 器 は 多 品種 ・ 少量 、 小 品種 ・ 多量 両方 可能 。 雑貨 は 家庭 用品 から 自動車 部品 まで 細かい もの が 得意 。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000012/show,刃物 メーカー として の 高 品質 な モノ づくり 、 ユーザー の 視点 に 立っ た 商品 開発 、 グループ 企業 （ 下村 企販 ( 株 )、 下 村 香港 有限 公司 ） と の 連携 を 活かし た 視野 の 広い 事業 を 展開 し て い ます 。 産業 用 精密 ...,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000013/show,深 絞り 加工 に 加え 、 溶接 加工 と の 絶対 の 自信 を 持つ 、 当社 の 優れ た 技術 と 設備 で 、 確か な もの づくり と 満足 できる 製品 の 実現 を お 約束 いたし ます 。 長年 培わ れ た 信頼 と 実績 に 加え 、 お客様 の あらゆる 要 ...,0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000014/show,単品 より も 材質 を 問わ ず 設計 から アッセンブリ まで を 一貫 し て 製造 。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
https://webdb.tsjiba.or.jp/main/company/00000017/show,我々 の 会社 を 我々 の 手 で 良く し 、 現状 に 満足 する 事 なく 、 常に 未来 に 向かっ て 技術 力 を 高め 、 社会 に 貢献 する 企業 を 目指す 。 精密 溶接 等 、 高度 な 水準 を 誇る 溶接 技術 を はじめ 、 プレス 、 ベンダー 、 レー ...,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0
