https://webdb.tsjiba.or.jp/main/company/00000002/show,フェザー安全剃刀（株）・ミキモト装身具（株）のOEM生産をしている。鋳造技術を生かし高級金銀製品の製造・研磨仕上や極小品の製造を得意とする。,鋳造 研磨 生産 製品
https://webdb.tsjiba.or.jp/main/company/00000003/show,"創業９０年以上の老舗企業として、高精度を求められる機械加工部品、発電、化学プラントで使用される高水準のボルトナットの製造を得意としております。
機械加工部品では、電力、プラント、...",機械加工 加工 部品
https://webdb.tsjiba.or.jp/main/company/00000004/show,小型精密部品のプレス加工・高精度の金型製造。材料仕入れから完成品の梱包・出荷まで一貫体制。特にSUS材については研磨仕上げ・スポット溶接・アッセンブリまで行う。,プレス加工 プレス スポット溶接 溶接 研磨 加工 SUS 部品 金型
https://webdb.tsjiba.or.jp/main/company/00000005/show,SUS材の深絞り加工を得意としています。金型にSKD材を使うことで超硬合金・フェロチック・表面硬化処理等に比べ金型費を抑え、さらに絞り加工に特化した設備で安定した絞り加工を実現して...,深絞り 加工 SUS 金型
https://webdb.tsjiba.or.jp/main/company/00000006/show,クリーンルームが実現させる高品質美粧塗装が得意です。金属塗装、プラスチックの精密塗装のスペシャリスト集団です。,塗装
https://webdb.tsjiba.or.jp/main/company/00000007/show,黒染着色。パーカライジングの専門企業として各種機械部品・工具等を中心に針先くらいの小さな部品から、黒染は重量１ｔ(1000*1000*600mm）、パーカライジングは500kg(1...,部品 50
https://webdb.tsjiba.or.jp/main/company/00000009/show,金属加工全般、特にステンレスの深絞り、真空炉中ロウ付等を併用した複合加工には自信があります。また当社の主力製品である空圧補助機器［フィルター容器］は、客先から製品のステンレス化の依...,深絞り 加工 ステンレス 製品
https://webdb.tsjiba.or.jp/main/company/00000010/show,自社製造のほか他社の流通業務もこなす。アイデア商品の製造にも意欲的独自のデザイン・企画室を持つ。・洋食器は高級品及び特殊品がメイン。身障者用洋食器及び日用品の企画製造。・ステンレス...,ステンレス
https://webdb.tsjiba.or.jp/main/company/00000011/show,洋食器は多品種・少量、小品種・多量両方可能。雑貨は家庭用品から自動車部品まで細かいものが得意。,部品
https://webdb.tsjiba.or.jp/main/company/00000012/show,刃物メーカーとしての高品質なモノづくり、ユーザーの視点に立った商品開発、グループ企業（下村企販(株)、下村香港有限公司）との連携を活かした視野の広い事業を展開しています。産業用精密...,
https://webdb.tsjiba.or.jp/main/company/00000013/show,深絞り加工に加え、溶接加工との絶対の自信を持つ、当社の優れた技術と設備で、確かなものづくりと満足できる製品の実現をお約束いたします。長年培われた信頼と実績に加え、お客様のあらゆる要...,深絞り 溶接 加工 製品
https://webdb.tsjiba.or.jp/main/company/00000014/show,単品よりも材質を問わず設計からアッセンブリまでを一貫して製造。,設計
https://webdb.tsjiba.or.jp/main/company/00000015/show,,
https://webdb.tsjiba.or.jp/main/company/00000017/show,我々の会社を我々の手で良くし、現状に満足する事なく、常に未来に向かって技術力を高め、社会に貢献する企業を目指す。精密溶接等、高度な水準を誇る溶接技術をはじめ、プレス、ベンダー、レー...,プレス 溶接 ベンダー
https://webdb.tsjiba.or.jp/main/company/00000018/show,"当社は自動車部品の金型メインに家電部品、航空部品の金型等プレス金型の設計・製作を行う会社です。
創業５０年を超えて蓄積してきた技術やノウハウをもとに、国内外問わずご依頼いただくお...",プレス 製作 設計 部品 金型
https://webdb.tsjiba.or.jp/main/company/00000019/show,伊勢神宮・帝国ホテルへ納品している。雑貸、製缶・板金から単加工まで材質を選ばない。企画から発送まで協力ネットワークであらゆるニーズに対応する。・異種材接合可能,板金 加工 製缶
https://webdb.tsjiba.or.jp/main/company/00000020/show,ニッケルメッキ・亜鉛メッキ共には大物(長尺物)から小物まで可能。ニッケル・クロームメッキはダブルニッケル法を用い密着性・付きまわりについても良好なメッキが得られる。メッキの膜厚はJ...,
https://webdb.tsjiba.or.jp/main/company/00000022/show,ステンレス材料を主体としたもので、オーダー品を得意とし、あらゆる金属の溶接に精通。大きい製品の研磨を手がけている。ステンレスパイプによる特注品(切断・曲げ・溶接・研磨),溶接 研磨 パイプ ステンレス 製品
https://webdb.tsjiba.or.jp/main/company/00000023/show,型物、少ロット、多品種、短納期、手造品、ライニング、樹脂系統取扱い,
